merchant_key,location_key,merchant_id,merchant_name,merchant_category,merchant_size,opened_date_key
719,8,MER000719,Misr Petroleum - Port Said #1,Fuel,Enterprise,20240109
720,2,MER000720,TotalEnergies - Giza #2,Fuel,Enterprise,20230604
721,2,MER000721,Pizza Hut - Giza #6,Restaurants,Enterprise,20240813
722,1,MER000722,KFC - Cairo #3,Restaurants,Enterprise,20240723
723,2,MER000723,Jumia - Giza #3,E-commerce,Enterprise,20230204
724,1,MER000724,Vodafone - Cairo #8,Telecom,Enterprise,20240724
725,2,MER000725,ADNOC - Giza #3,Fuel,Enterprise,20240607
726,13,MER000726,Tradeline - Sohag #1,Electronics,Mid-Market,20240621
727,1,MER000727,Buffalo Burger - Cairo #6,Restaurants,Mid-Market,20240503
728,3,MER000728,Misr Petroleum - Alexandria #2,Fuel,Enterprise,20230923
729,10,MER000729,McDonald's - Minya #2,Restaurants,Enterprise,20240626
730,10,MER000730,Fathalla Market - Minya #1,Grocery,Mid-Market,20230401
731,2,MER000731,ADNOC - Giza #4,Fuel,Enterprise,20240722
732,2,MER000732,Fathalla Market - Giza #4,Grocery,Mid-Market,20230828
733,16,MER000733,Buffalo Burger - Aswan #1,Restaurants,Mid-Market,20241229
734,1,MER000734,Awlad Ragab - Cairo #3,Grocery,Mid-Market,20230124
735,7,MER000735,WE - Zagazig #1,Telecom,Enterprise,20240709
736,1,MER000736,Amazon.eg - Cairo #4,E-commerce,Enterprise,20230722
737,3,MER000737,Amazon.eg - Alexandria #4,E-commerce,Enterprise,20230923
738,14,MER000738,Hyper One - Hurghada #1,Grocery,Enterprise,20240702
739,1,MER000739,Kazyon - Cairo #8,Grocery,Enterprise,20241210
740,12,MER000740,Domino's Pizza - Ismailia #1,Restaurants,Enterprise,20230827
741,18,MER000741,Pizza Hut - Damanhur #1,Restaurants,Enterprise,20240829
742,17,MER000742,Talabat - Sharm El Sheikh #1,E-commerce,Enterprise,20240722
743,1,MER000743,Roshdy Pharmacy - Cairo #6,Pharmacy,Mid-Market,20241202
744,2,MER000744,Roshdy Pharmacy - Giza #8,Pharmacy,Mid-Market,20241230
745,1,MER000745,Buffalo Burger - Cairo #7,Restaurants,Mid-Market,20241016
746,1,MER000746,Emarat Misr - Cairo #7,Fuel,Enterprise,20241224
747,9,MER000747,Cook Door - Asyut #1,Restaurants,Mid-Market,20240802
748,7,MER000748,BIM - Zagazig #1,Grocery,Enterprise,20230814
749,1,MER000749,McDonald's - Cairo #18,Restaurants,Enterprise,20241101
750,1,MER000750,TotalEnergies - Cairo #2,Fuel,Enterprise,20240906
751,3,MER000751,El Ezaby Pharmacy - Alexandria #4,Pharmacy,Enterprise,20230818
752,7,MER000752,Starbucks - Zagazig #1,Restaurants,Enterprise,20231017
753,6,MER000753,Concrete - Tanta #1,Fashion,Mid-Market,20240914
754,10,MER000754,TotalEnergies - Minya #1,Fuel,Enterprise,20240428
755,9,MER000755,Town Team - Asyut #2,Fashion,Mid-Market,20240709
756,4,MER000756,Lulu Hypermarket - Shubra El Kheima #1,Grocery,Enterprise,20231218
757,1,MER000757,Compu Me - Cairo #6,Electronics,SME,20240615
758,1,MER000758,Mo'men - Cairo #8,Restaurants,Mid-Market,20240119
759,3,MER000759,Seif Pharmacy - Alexandria #1,Pharmacy,Enterprise,20230905
760,4,MER000760,Lulu Hypermarket - Shubra El Kheima #2,Grocery,Enterprise,20240617
761,2,MER000761,Carrefour - Giza #4,Grocery,Enterprise,20231029
762,1,MER000762,Vodafone - Cairo #9,Telecom,Enterprise,20230513
763,18,MER000763,Concrete - Damanhur #1,Fashion,Mid-Market,20240227
764,2,MER000764,Koshary Abou Tarek - Giza #3,Restaurants,SME,20240520
765,16,MER000765,BIM - Aswan #1,Grocery,Enterprise,20230913
766,10,MER000766,Noon - Minya #5,E-commerce,Enterprise,20241022
767,1,MER000767,Hyper One - Cairo #5,Grocery,Enterprise,20240401
768,1,MER000768,Emarat Misr - Cairo #8,Fuel,Enterprise,20241229
769,7,MER000769,Orange - Zagazig #1,Telecom,Enterprise,20241022
770,1,MER000770,Lulu Hypermarket - Cairo #6,Grocery,Enterprise,20241216
771,1,MER000771,Defacto - Cairo #4,Fashion,Enterprise,20240527
772,14,MER000772,LC Waikiki - Hurghada #1,Fashion,Enterprise,20230103
773,5,MER000773,Ezabawy - Mansoura #2,Pharmacy,Mid-Market,20241010
774,18,MER000774,Wataniya - Damanhur #1,Fuel,Enterprise,20231214
775,1,MER000775,Hardee's - Cairo #5,Restaurants,Enterprise,20231027
776,3,MER000776,Buffalo Burger - Alexandria #2,Restaurants,Mid-Market,20230823
777,10,MER000777,Felfela - Minya #1,Restaurants,SME,20241228
778,1,MER000778,Etisalat e& - Cairo #2,Telecom,Enterprise,20230922
779,1,MER000779,KFC - Cairo #4,Restaurants,Enterprise,20240828
780,7,MER000780,Metro Market - Zagazig #1,Grocery,Enterprise,20240727
781,9,MER000781,Felfela - Asyut #1,Restaurants,SME,20240310
782,1,MER000782,Spinneys - Cairo #7,Grocery,Enterprise,20240327
783,2,MER000783,Talabat - Giza #2,E-commerce,Enterprise,20241228
784,7,MER000784,Orange - Zagazig #2,Telecom,Enterprise,20240109
785,1,MER000785,Orange - Cairo #4,Telecom,Enterprise,20231108
786,1,MER000786,Vodafone - Cairo #10,Telecom,Enterprise,20230706
787,1,MER000787,McDonald's - Cairo #19,Restaurants,Enterprise,20241217
788,1,MER000788,Town Team - Cairo #4,Fashion,Mid-Market,20230702
789,13,MER000789,McDonald's - Sohag #1,Restaurants,Enterprise,20230518
790,13,MER000790,instashop - Sohag #1,E-commerce,Mid-Market,20230113
791,6,MER000791,Talabat - Tanta #1,E-commerce,Enterprise,20240828
792,1,MER000792,Fathalla Market - Cairo #7,Grocery,Mid-Market,20240207
793,1,MER000793,GAD - Cairo #5,Restaurants,Mid-Market,20240826
794,10,MER000794,Emarat Misr - Minya #1,Fuel,Enterprise,20231104
795,1,MER000795,Tradeline - Cairo #8,Electronics,Mid-Market,20230721
796,3,MER000796,Defacto - Alexandria #3,Fashion,Enterprise,20230501
797,1,MER000797,Kheir Zaman - Cairo #3,Grocery,Mid-Market,20231008
798,3,MER000798,Tradeline - Alexandria #2,Electronics,Mid-Market,20241211
799,3,MER000799,Starbucks - Alexandria #6,Restaurants,Enterprise,20231227
800,9,MER000800,Hyper One - Asyut #1,Grocery,Enterprise,20241127
801,3,MER000801,Roshdy Pharmacy - Alexandria #3,Pharmacy,Mid-Market,20240726
802,19,MER000802,BIM - Fayoum #1,Grocery,Enterprise,20230303
803,3,MER000803,Domino's Pizza - Alexandria #5,Restaurants,Enterprise,20240815
804,4,MER000804,Orange - Shubra El Kheima #2,Telecom,Enterprise,20240812
805,14,MER000805,Town Team - Hurghada #1,Fashion,Mid-Market,20240930
806,3,MER000806,Seif Pharmacy - Alexandria #2,Pharmacy,Enterprise,20240813
807,7,MER000807,Buffalo Burger - Zagazig #1,Restaurants,Mid-Market,20241215
808,7,MER000808,Shell - Zagazig #1,Fuel,Enterprise,20241013
809,2,MER000809,Koshary Abou Tarek - Giza #4,Restaurants,SME,20240401
810,3,MER000810,Defacto - Alexandria #4,Fashion,Enterprise,20240803
811,10,MER000811,ADNOC - Minya #1,Fuel,Enterprise,20230815
812,1,MER000812,Concrete - Cairo #1,Fashion,Mid-Market,20240405
813,16,MER000813,instashop - Aswan #2,E-commerce,Mid-Market,20240527
814,5,MER000814,BIM - Mansoura #1,Grocery,Enterprise,20230518
815,3,MER000815,LC Waikiki - Alexandria #2,Fashion,Enterprise,20230903
816,19,MER000816,Carrefour - Fayoum #1,Grocery,Enterprise,20240727
817,2,MER000817,Awlad Ragab - Giza #3,Grocery,Mid-Market,20230812
818,3,MER000818,McDonald's - Alexandria #2,Restaurants,Enterprise,20241029
819,3,MER000819,Jumia - Alexandria #2,E-commerce,Enterprise,20241215
820,19,MER000820,Town Team - Fayoum #1,Fashion,Mid-Market,20230509
821,3,MER000821,Hardee's - Alexandria #1,Restaurants,Enterprise,20240227
822,10,MER000822,TotalEnergies - Minya #2,Fuel,Enterprise,20241205
823,19,MER000823,Cook Door - Fayoum #2,Restaurants,Mid-Market,20241201
824,1,MER000824,ADNOC - Cairo #6,Fuel,Enterprise,20231121
825,1,MER000825,Koshary Abou Tarek - Cairo #6,Restaurants,SME,20240502
826,3,MER000826,Mo'men - Alexandria #3,Restaurants,Mid-Market,20230909
827,2,MER000827,Kazyon - Giza #1,Grocery,Enterprise,20230620
828,2,MER000828,Mo'men - Giza #3,Restaurants,Mid-Market,20231126
829,5,MER000829,Starbucks - Mansoura #1,Restaurants,Enterprise,20240205
830,2,MER000830,Pizza Hut - Giza #7,Restaurants,Enterprise,20241005
831,1,MER000831,Jumia - Cairo #6,E-commerce,Enterprise,20240422
832,17,MER000832,B.TECH - Sharm El Sheikh #1,Electronics,Enterprise,20241214
833,9,MER000833,Kheir Zaman - Asyut #1,Grocery,Mid-Market,20241031
834,1,MER000834,Koshary Abou Tarek - Cairo #7,Restaurants,SME,20230613
835,1,MER000835,Concrete - Cairo #2,Fashion,Mid-Market,20240609
836,2,MER000836,KFC - Giza #4,Restaurants,Enterprise,20240331
837,1,MER000837,Wataniya - Cairo #5,Fuel,Enterprise,20240222
838,1,MER000838,Jumia - Cairo #7,E-commerce,Enterprise,20231028
839,10,MER000839,Awlad Ragab - Minya #2,Grocery,Mid-Market,20240719
840,6,MER000840,Noon - Tanta #1,E-commerce,Enterprise,20241107
841,8,MER000841,Metro Market - Port Said #1,Grocery,Enterprise,20240901
842,3,MER000842,Max Fashion - Alexandria #5,Fashion,Enterprise,20241112
843,3,MER000843,El Ezaby Pharmacy - Alexandria #5,Pharmacy,Enterprise,20240927
844,3,MER000844,Town Team - Alexandria #3,Fashion,Mid-Market,20231221
845,12,MER000845,Koshary Abou Tarek - Ismailia #1,Restaurants,SME,20240624
846,6,MER000846,Lulu Hypermarket - Tanta #1,Grocery,Enterprise,20240616
847,11,MER000847,Spinneys - Suez #1,Grocery,Enterprise,20240813
848,2,MER000848,Compu Me - Giza #1,Electronics,SME,20240518
849,3,MER000849,Noon - Alexandria #3,E-commerce,Enterprise,20231025
850,8,MER000850,Mo'men - Port Said #1,Restaurants,Mid-Market,20241007
851,3,MER000851,Shell - Alexandria #1,Fuel,Enterprise,20231218
852,1,MER000852,Seoudi - Cairo #4,Grocery,Mid-Market,20241023
853,1,MER000853,ADNOC - Cairo #7,Fuel,Enterprise,20240905
854,4,MER000854,Kheir Zaman - Shubra El Kheima #2,Grocery,Mid-Market,20230204
855,1,MER000855,GAD - Cairo #6,Restaurants,Mid-Market,20240602
856,1,MER000856,Compu Me - Cairo #7,Electronics,SME,20231210
857,1,MER000857,WE - Cairo #3,Telecom,Enterprise,20240724
858,2,MER000858,Gourmet Egypt - Giza #2,Grocery,SME,20240313
859,4,MER000859,LC Waikiki - Shubra El Kheima #1,Fashion,Enterprise,20240229
860,2,MER000860,Seoudi - Giza #3,Grocery,Mid-Market,20230730
861,1,MER000861,Defacto - Cairo #5,Fashion,Enterprise,20240510
862,1,MER000862,Concrete - Cairo #3,Fashion,Mid-Market,20240130
863,15,MER000863,ADNOC - Luxor #1,Fuel,Enterprise,20231121
864,1,MER000864,Concrete - Cairo #4,Fashion,Mid-Market,20230509
865,1,MER000865,Vodafone - Cairo #11,Telecom,Enterprise,20241018
866,3,MER000866,Domino's Pizza - Alexandria #6,Restaurants,Enterprise,20240706
867,1,MER000867,2B - Cairo #4,Electronics,Mid-Market,20230917
868,3,MER000868,Roshdy Pharmacy - Alexandria #4,Pharmacy,Mid-Market,20241219
869,3,MER000869,Seoudi - Alexandria #4,Grocery,Mid-Market,20240720
870,2,MER000870,Amazon.eg - Giza #2,E-commerce,Enterprise,20240128
871,6,MER000871,GAD - Tanta #1,Restaurants,Mid-Market,20241124
872,11,MER000872,Defacto - Suez #1,Fashion,Enterprise,20230907
873,1,MER000873,Kheir Zaman - Cairo #4,Grocery,Mid-Market,20231013
874,9,MER000874,Mo'men - Asyut #2,Restaurants,Mid-Market,20240331
875,3,MER000875,Orange - Alexandria #2,Telecom,Enterprise,20240229
876,2,MER000876,Gourmet Egypt - Giza #3,Grocery,SME,20240709
877,2,MER000877,Starbucks - Giza #2,Restaurants,Enterprise,20241004
878,4,MER000878,Felfela - Shubra El Kheima #1,Restaurants,SME,20230616
879,2,MER000879,GAD - Giza #3,Restaurants,Mid-Market,20231104
880,1,MER000880,Mobaco - Cairo #6,Fashion,Mid-Market,20241214
881,3,MER000881,Kazyon - Alexandria #8,Grocery,Enterprise,20230618
882,8,MER000882,Compu Me - Port Said #1,Electronics,SME,20241206
883,2,MER000883,Orange - Giza #5,Telecom,Enterprise,20230309
884,1,MER000884,Pizza Hut - Cairo #8,Restaurants,Enterprise,20240204
885,2,MER000885,instashop - Giza #6,E-commerce,Mid-Market,20240204
886,1,MER000886,ADNOC - Cairo #8,Fuel,Enterprise,20240825
887,1,MER000887,Koshary Abou Tarek - Cairo #8,Restaurants,SME,20240901
888,11,MER000888,Carrefour - Suez #1,Grocery,Enterprise,20240722
889,9,MER000889,Compu Me - Asyut #1,Electronics,SME,20240922
890,14,MER000890,Ezabawy - Hurghada #1,Pharmacy,Mid-Market,20230121
891,2,MER000891,Hardee's - Giza #4,Restaurants,Enterprise,20241001
892,10,MER000892,Tradeline - Minya #1,Electronics,Mid-Market,20241226
893,12,MER000893,TotalEnergies - Ismailia #1,Fuel,Enterprise,20241011
894,1,MER000894,Misr Petroleum - Cairo #6,Fuel,Enterprise,20240307
895,14,MER000895,Carrefour - Hurghada #2,Grocery,Enterprise,20240124
896,1,MER000896,Noon - Cairo #6,E-commerce,Enterprise,20240926
897,1,MER000897,ADNOC - Cairo #9,Fuel,Enterprise,20240404
898,15,MER000898,Starbucks - Luxor #1,Restaurants,Enterprise,20231113
899,6,MER000899,Lulu Hypermarket - Tanta #2,Grocery,Enterprise,20230510
900,3,MER000900,Amazon.eg - Alexandria #5,E-commerce,Enterprise,20230603
901,3,MER000901,Wataniya - Alexandria #2,Fuel,Enterprise,20240627
902,3,MER000902,Jumia - Alexandria #3,E-commerce,Enterprise,20241019
903,3,MER000903,Starbucks - Alexandria #7,Restaurants,Enterprise,20241030
904,2,MER000904,El Ezaby Pharmacy - Giza #5,Pharmacy,Enterprise,20240503
905,17,MER000905,Tradeline - Sharm El Sheikh #1,Electronics,Mid-Market,20240130
906,7,MER000906,Misr Petroleum - Zagazig #1,Fuel,Enterprise,20230326
907,2,MER000907,Max Fashion - Giza #2,Fashion,Enterprise,20231223
908,3,MER000908,Seif Pharmacy - Alexandria #3,Pharmacy,Enterprise,20240221
909,8,MER000909,Hardee's - Port Said #1,Restaurants,Enterprise,20230814
910,1,MER000910,GAD - Cairo #7,Restaurants,Mid-Market,20240824
911,1,MER000911,BIM - Cairo #6,Grocery,Enterprise,20240921
912,10,MER000912,El Ezaby Pharmacy - Minya #1,Pharmacy,Enterprise,20240314
913,1,MER000913,Misr Petroleum - Cairo #7,Fuel,Enterprise,20230405
914,3,MER000914,Kazyon - Alexandria #9,Grocery,Enterprise,20230331
915,6,MER000915,Fathalla Market - Tanta #1,Grocery,Mid-Market,20241007
916,1,MER000916,Shell - Cairo #4,Fuel,Enterprise,20231213
917,2,MER000917,Compu Me - Giza #2,Electronics,SME,20230330
918,2,MER000918,Lulu Hypermarket - Giza #3,Grocery,Enterprise,20240928
919,1,MER000919,instashop - Cairo #3,E-commerce,Mid-Market,20230612
920,13,MER000920,GAD - Sohag #2,Restaurants,Mid-Market,20240423
921,1,MER000921,Concrete - Cairo #5,Fashion,Mid-Market,20241106
922,8,MER000922,Defacto - Port Said #2,Fashion,Enterprise,20240727
923,1,MER000923,Mobaco - Cairo #7,Fashion,Mid-Market,20230702
924,2,MER000924,Wataniya - Giza #3,Fuel,Enterprise,20241213
925,1,MER000925,Defacto - Cairo #6,Fashion,Enterprise,20240306
926,1,MER000926,Max Fashion - Cairo #6,Fashion,Enterprise,20230920
927,6,MER000927,Ezabawy - Tanta #2,Pharmacy,Mid-Market,20231030
928,18,MER000928,Buffalo Burger - Damanhur #1,Restaurants,Mid-Market,20240915
929,3,MER000929,Felfela - Alexandria #2,Restaurants,SME,20230611
930,1,MER000930,instashop - Cairo #4,E-commerce,Mid-Market,20240516
931,1,MER000931,Starbucks - Cairo #6,Restaurants,Enterprise,20241117
932,5,MER000932,Noon - Mansoura #1,E-commerce,Enterprise,20230817
933,2,MER000933,Starbucks - Giza #3,Restaurants,Enterprise,20230711
934,6,MER000934,Misr Petroleum - Tanta #1,Fuel,Enterprise,20231201
935,2,MER000935,Ezabawy - Giza #7,Pharmacy,Mid-Market,20240516
936,1,MER000936,Ezabawy - Cairo #7,Pharmacy,Mid-Market,20230215
937,19,MER000937,Roshdy Pharmacy - Fayoum #1,Pharmacy,Mid-Market,20240421
938,1,MER000938,Seif Pharmacy - Cairo #6,Pharmacy,Enterprise,20231204
939,4,MER000939,Mobaco - Shubra El Kheima #1,Fashion,Mid-Market,20240927
940,1,MER000940,Mobaco - Cairo #8,Fashion,Mid-Market,20231211
941,2,MER000941,Ezabawy - Giza #8,Pharmacy,Mid-Market,20230219
942,1,MER000942,Talabat - Cairo #9,E-commerce,Enterprise,20230126
943,15,MER000943,Raya Shop - Luxor #1,Electronics,Mid-Market,20240921
944,1,MER000944,Roshdy Pharmacy - Cairo #7,Pharmacy,Mid-Market,20240927
945,2,MER000945,El Ezaby Pharmacy - Giza #6,Pharmacy,Enterprise,20230722
946,3,MER000946,Metro Market - Alexandria #5,Grocery,Enterprise,20240213
947,1,MER000947,Mo'men - Cairo #9,Restaurants,Mid-Market,20230410
948,2,MER000948,Fathalla Market - Giza #5,Grocery,Mid-Market,20230408
949,17,MER000949,Wataniya - Sharm El Sheikh #1,Fuel,Enterprise,20231109
950,3,MER000950,BIM - Alexandria #1,Grocery,Enterprise,20241009
951,1,MER000951,Kazyon - Cairo #9,Grocery,Enterprise,20240623
952,6,MER000952,Fathalla Market - Tanta #2,Grocery,Mid-Market,20230828
953,10,MER000953,Buffalo Burger - Minya #1,Restaurants,Mid-Market,20241212
954,9,MER000954,GAD - Asyut #2,Restaurants,Mid-Market,20240908
955,2,MER000955,Compu Me - Giza #3,Electronics,SME,20240403
956,14,MER000956,Etisalat e& - Hurghada #1,Telecom,Enterprise,20240718
957,3,MER000957,Emarat Misr - Alexandria #2,Fuel,Enterprise,20230623
958,1,MER000958,instashop - Cairo #5,E-commerce,Mid-Market,20240425
959,13,MER000959,McDonald's - Sohag #2,Restaurants,Enterprise,20231005
960,15,MER000960,WE - Luxor #1,Telecom,Enterprise,20240301
961,4,MER000961,El Ezaby Pharmacy - Shubra El Kheima #2,Pharmacy,Enterprise,20230220
962,4,MER000962,Fathalla Market - Shubra El Kheima #1,Grocery,Mid-Market,20240803
963,1,MER000963,Defacto - Cairo #7,Fashion,Enterprise,20230721
964,2,MER000964,Emarat Misr - Giza #3,Fuel,Enterprise,20240530
965,1,MER000965,Kheir Zaman - Cairo #5,Grocery,Mid-Market,20230411
966,4,MER000966,2B - Shubra El Kheima #1,Electronics,Mid-Market,20231114
967,1,MER000967,Roshdy Pharmacy - Cairo #8,Pharmacy,Mid-Market,20241128
968,8,MER000968,B.TECH - Port Said #4,Electronics,Enterprise,20241011
969,6,MER000969,Jumia - Tanta #1,E-commerce,Enterprise,20240731
970,1,MER000970,Concrete - Cairo #6,Fashion,Mid-Market,20241011
971,2,MER000971,Felfela - Giza #6,Restaurants,SME,20241013
972,1,MER000972,ADNOC - Cairo #10,Fuel,Enterprise,20230629
973,1,MER000973,Metro Market - Cairo #5,Grocery,Enterprise,20240131
974,1,MER000974,Kheir Zaman - Cairo #6,Grocery,Mid-Market,20241127
975,5,MER000975,Cook Door - Mansoura #1,Restaurants,Mid-Market,20240423
976,7,MER000976,Koshary Abou Tarek - Zagazig #1,Restaurants,SME,20231209
977,3,MER000977,McDonald's - Alexandria #3,Restaurants,Enterprise,20240701
978,1,MER000978,Ezabawy - Cairo #8,Pharmacy,Mid-Market,20230628
979,3,MER000979,LC Waikiki - Alexandria #3,Fashion,Enterprise,20240121
980,16,MER000980,Metro Market - Aswan #1,Grocery,Enterprise,20241215
981,3,MER000981,Misr Petroleum - Alexandria #3,Fuel,Enterprise,20230411
982,11,MER000982,Vodafone - Suez #1,Telecom,Enterprise,20230724
983,1,MER000983,Max Fashion - Cairo #7,Fashion,Enterprise,20240211
984,2,MER000984,Kheir Zaman - Giza #2,Grocery,Mid-Market,20240415
985,2,MER000985,Roshdy Pharmacy - Giza #9,Pharmacy,Mid-Market,20230511
986,4,MER000986,Domino's Pizza - Shubra El Kheima #2,Restaurants,Enterprise,20231119
987,2,MER000987,Seif Pharmacy - Giza #5,Pharmacy,Enterprise,20240608
988,1,MER000988,Metro Market - Cairo #6,Grocery,Enterprise,20240708
989,6,MER000989,Town Team - Tanta #3,Fashion,Mid-Market,20241215
990,3,MER000990,McDonald's - Alexandria #4,Restaurants,Enterprise,20240723
991,11,MER000991,Seif Pharmacy - Suez #1,Pharmacy,Enterprise,20240328
992,1,MER000992,Cook Door - Cairo #6,Restaurants,Mid-Market,20241128
993,1,MER000993,TotalEnergies - Cairo #3,Fuel,Enterprise,20241109
994,19,MER000994,Kheir Zaman - Fayoum #1,Grocery,Mid-Market,20240723
995,2,MER000995,Seif Pharmacy - Giza #6,Pharmacy,Enterprise,20240803
996,1,MER000996,Hardee's - Cairo #6,Restaurants,Enterprise,20240618
997,1,MER000997,Hardee's - Cairo #7,Restaurants,Enterprise,20231121
998,15,MER000998,Mobaco - Luxor #1,Fashion,Mid-Market,20240318
999,3,MER000999,Seoudi - Alexandria #5,Grocery,Mid-Market,20240904
1000,4,MER001000,Buffalo Burger - Shubra El Kheima #1,Restaurants,Mid-Market,20241117
1001,1,MER001001,2B - Cairo #5,Electronics,Mid-Market,20230103
1002,1,MER001002,Buffalo Burger - Cairo #8,Restaurants,Mid-Market,20240106
1003,1,MER001003,Koshary Abou Tarek - Cairo #9,Restaurants,SME,20240611
1004,2,MER001004,Defacto - Giza #4,Fashion,Enterprise,20240919
1005,1,MER001005,ADNOC - Cairo #11,Fuel,Enterprise,20241114
1006,1,MER001006,Orange - Cairo #5,Telecom,Enterprise,20230831
1007,10,MER001007,Buffalo Burger - Minya #2,Restaurants,Mid-Market,20230403
1008,3,MER001008,Hardee's - Alexandria #2,Restaurants,Enterprise,20230622
1009,3,MER001009,McDonald's - Alexandria #5,Restaurants,Enterprise,20230515
1010,12,MER001010,Seif Pharmacy - Ismailia #1,Pharmacy,Enterprise,20240802
1011,7,MER001011,Wataniya - Zagazig #2,Fuel,Enterprise,20241030
1012,2,MER001012,Emarat Misr - Giza #4,Fuel,Enterprise,20230211
1013,6,MER001013,Ezabawy - Tanta #3,Pharmacy,Mid-Market,20240817
1014,11,MER001014,Raya Shop - Suez #1,Electronics,Mid-Market,20240214
1015,13,MER001015,Fathalla Market - Sohag #2,Grocery,Mid-Market,20240509
1016,7,MER001016,Defacto - Zagazig #1,Fashion,Enterprise,20240411
1017,1,MER001017,Cook Door - Cairo #7,Restaurants,Mid-Market,20240506
1018,1,MER001018,Carrefour - Cairo #3,Grocery,Enterprise,20240709
1019,11,MER001019,Compu Me - Suez #1,Electronics,SME,20240115
1020,7,MER001020,B.TECH - Zagazig #1,Electronics,Enterprise,20240614
1021,11,MER001021,Talabat - Suez #1,E-commerce,Enterprise,20240817
1022,3,MER001022,Emarat Misr - Alexandria #3,Fuel,Enterprise,20240229
1023,18,MER001023,Pizza Hut - Damanhur #2,Restaurants,Enterprise,20240417
1024,18,MER001024,Roshdy Pharmacy - Damanhur #1,Pharmacy,Mid-Market,20241013
1025,18,MER001025,Felfela - Damanhur #3,Restaurants,SME,20230930
1026,2,MER001026,Emarat Misr - Giza #5,Fuel,Enterprise,20230216
1027,17,MER001027,KFC - Sharm El Sheikh #2,Restaurants,Enterprise,20231013
1028,1,MER001028,Misr Petroleum - Cairo #8,Fuel,Enterprise,20230308
1029,4,MER001029,El Ezaby Pharmacy - Shubra El Kheima #3,Pharmacy,Enterprise,20241217
1030,17,MER001030,Defacto - Sharm El Sheikh #1,Fashion,Enterprise,20231003
1031,14,MER001031,Vodafone - Hurghada #1,Telecom,Enterprise,20240919
1032,3,MER001032,Spinneys - Alexandria #2,Grocery,Enterprise,20231001
1033,15,MER001033,Talabat - Luxor #1,E-commerce,Enterprise,20240712
1034,1,MER001034,Buffalo Burger - Cairo #9,Restaurants,Mid-Market,20241009
1035,1,MER001035,Jumia - Cairo #8,E-commerce,Enterprise,20241226
1036,2,MER001036,Carrefour - Giza #5,Grocery,Enterprise,20231210
1037,3,MER001037,Domino's Pizza - Alexandria #7,Restaurants,Enterprise,20240816
1038,5,MER001038,Koshary Abou Tarek - Mansoura #2,Restaurants,SME,20230318
1039,13,MER001039,BIM - Sohag #1,Grocery,Enterprise,20241201
1040,8,MER001040,Seoudi - Port Said #2,Grocery,Mid-Market,20230124
1041,8,MER001041,Hardee's - Port Said #2,Restaurants,Enterprise,20240702
1042,10,MER001042,Wataniya - Minya #1,Fuel,Enterprise,20230521
1043,1,MER001043,Roshdy Pharmacy - Cairo #9,Pharmacy,Mid-Market,20230824
1044,1,MER001044,Mo'men - Cairo #10,Restaurants,Mid-Market,20240314
1045,1,MER001045,Hardee's - Cairo #8,Restaurants,Enterprise,20241111
1046,2,MER001046,Defacto - Giza #5,Fashion,Enterprise,20240709
1047,7,MER001047,Vodafone - Zagazig #1,Telecom,Enterprise,20240323
1048,19,MER001048,McDonald's - Fayoum #2,Restaurants,Enterprise,20240828
1049,3,MER001049,Tradeline - Alexandria #3,Electronics,Mid-Market,20230207
1050,9,MER001050,Orange - Asyut #1,Telecom,Enterprise,20241123
1051,1,MER001051,Seif Pharmacy - Cairo #7,Pharmacy,Enterprise,20240108
1052,1,MER001052,Carrefour - Cairo #4,Grocery,Enterprise,20240307
1053,1,MER001053,Lulu Hypermarket - Cairo #7,Grocery,Enterprise,20231003
1054,2,MER001054,Seif Pharmacy - Giza #7,Pharmacy,Enterprise,20241015
1055,1,MER001055,Misr Petroleum - Cairo #9,Fuel,Enterprise,20240218
1056,2,MER001056,2B - Giza #3,Electronics,Mid-Market,20230326
1057,1,MER001057,Town Team - Cairo #5,Fashion,Mid-Market,20240622
1058,10,MER001058,Spinneys - Minya #1,Grocery,Enterprise,20231121
1059,2,MER001059,Awlad Ragab - Giza #4,Grocery,Mid-Market,20231020
1060,1,MER001060,Hardee's - Cairo #9,Restaurants,Enterprise,20240524
1061,3,MER001061,B.TECH - Alexandria #2,Electronics,Enterprise,20230423
1062,1,MER001062,Amazon.eg - Cairo #5,E-commerce,Enterprise,20240912
1063,2,MER001063,Fathalla Market - Giza #6,Grocery,Mid-Market,20241125
1064,10,MER001064,Hyper One - Minya #1,Grocery,Enterprise,20231009
1065,10,MER001065,El Ezaby Pharmacy - Minya #2,Pharmacy,Enterprise,20240712
1066,3,MER001066,Fathalla Market - Alexandria #2,Grocery,Mid-Market,20240318
1067,1,MER001067,Carrefour - Cairo #5,Grocery,Enterprise,20240608
1068,1,MER001068,Tradeline - Cairo #9,Electronics,Mid-Market,20241211
1069,7,MER001069,Gourmet Egypt - Zagazig #3,Grocery,SME,20231018
1070,4,MER001070,Town Team - Shubra El Kheima #1,Fashion,Mid-Market,20240711
1071,2,MER001071,TotalEnergies - Giza #3,Fuel,Enterprise,20241004
1072,9,MER001072,instashop - Asyut #2,E-commerce,Mid-Market,20241013
1073,2,MER001073,Compu Me - Giza #4,Electronics,SME,20230225
1074,19,MER001074,Ezabawy - Fayoum #1,Pharmacy,Mid-Market,20230513
1075,1,MER001075,Spinneys - Cairo #8,Grocery,Enterprise,20240525
