account_key,account_id,location_key,currency,age_band,acquisition_channel,signup_date_key,customer_tier,account_status
18864,ACC00018864,11,EGP,35-44,Google Ads,20231124,Premium,Active
18865,ACC00018865,1,EGP,55-64,Google Ads,20240506,Standard,Active
18866,ACC00018866,3,EGP,65+,Partner,20240703,Premium,Active
18867,ACC00018867,3,EGP,45-54,Organic,20241118,Standard,Active
18868,ACC00018868,2,EGP,18-24,Partner,20240312,Premium,Active
18869,ACC00018869,3,EGP,35-44,Referral,20230501,Standard,Dormant
18870,ACC00018870,11,EGP,25-34,Organic,20230126,Standard,Closed
18871,ACC00018871,2,EGP,25-34,Branch,20231216,Premium,Active
18872,ACC00018872,1,EGP,25-34,Organic,20240530,Standard,Active
18873,ACC00018873,9,EGP,25-34,Referral,20231124,Premium,Active
18874,ACC00018874,2,EGP,55-64,Organic,20241216,Standard,Active
18875,ACC00018875,3,EGP,25-34,Branch,20241127,Standard,Active
18876,ACC00018876,1,EGP,25-34,Organic,20241002,Standard,Active
18877,ACC00018877,1,EGP,25-34,Organic,20240921,Premium,Active
18878,ACC00018878,10,EGP,35-44,Referral,20240924,Standard,Active
18879,ACC00018879,2,EGP,25-34,Referral,20230907,Premium,Active
18880,ACC00018880,1,EGP,45-54,Organic,20240409,Business,Active
18881,ACC00018881,14,EGP,18-24,Organic,20241102,Standard,Active
18882,ACC00018882,7,EGP,35-44,Organic,20240426,Premium,Active
18883,ACC00018883,1,EGP,55-64,Organic,20240131,Standard,Active
18884,ACC00018884,1,EGP,25-34,Paid Social,20240426,Standard,Active
18885,ACC00018885,8,EGP,25-34,Partner,20230502,Standard,Active
18886,ACC00018886,1,EUR,45-54,Paid Social,20240819,Premium,Active
18887,ACC00018887,2,EGP,25-34,Referral,20240702,Standard,Suspended
18888,ACC00018888,5,EGP,25-34,Organic,20230910,Standard,Active
18889,ACC00018889,3,EGP,25-34,Referral,20240413,Standard,Active
18890,ACC00018890,12,EGP,35-44,Branch,20240902,Standard,Active
18891,ACC00018891,5,EGP,45-54,Paid Social,20241021,Business,Active
18892,ACC00018892,1,EGP,45-54,Referral,20230607,Standard,Active
18893,ACC00018893,11,EGP,45-54,Referral,20230501,Standard,Active
18894,ACC00018894,9,EGP,25-34,Paid Social,20231011,Business,Active
18895,ACC00018895,3,EGP,18-24,Referral,20241225,Standard,Active
18896,ACC00018896,15,EGP,18-24,Organic,20240406,Standard,Active
18897,ACC00018897,3,EGP,35-44,Paid Social,20240505,Premium,Active
18898,ACC00018898,10,EGP,25-34,Organic,20231105,Standard,Active
18899,ACC00018899,1,EGP,18-24,Organic,20241123,Standard,Active
18900,ACC00018900,13,EGP,25-34,Organic,20240528,Standard,Active
18901,ACC00018901,3,EGP,25-34,Referral,20241109,Standard,Active
18902,ACC00018902,4,EGP,45-54,Paid Social,20230208,Business,Active
18903,ACC00018903,2,EGP,25-34,Paid Social,20240924,Premium,Active
18904,ACC00018904,3,EGP,25-34,Organic,20240713,Premium,Active
18905,ACC00018905,11,EGP,25-34,Referral,20241029,Standard,Active
18906,ACC00018906,2,EGP,25-34,Paid Social,20241018,Standard,Active
18907,ACC00018907,1,EGP,25-34,Google Ads,20240526,Standard,Suspended
18908,ACC00018908,1,EGP,25-34,Branch,20241019,Business,Active
18909,ACC00018909,1,EGP,35-44,Partner,20241013,Business,Active
18910,ACC00018910,2,EGP,45-54,Paid Social,20240307,Standard,Active
18911,ACC00018911,1,EGP,25-34,Partner,20240528,Premium,Suspended
18912,ACC00018912,8,USD,25-34,Referral,20240116,Standard,Dormant
18913,ACC00018913,1,EGP,35-44,Google Ads,20230713,Business,Dormant
18914,ACC00018914,1,EGP,25-34,Organic,20241027,Business,Active
18915,ACC00018915,1,EGP,25-34,Organic,20241126,Premium,Active
18916,ACC00018916,1,EGP,18-24,Organic,20240602,Standard,Dormant
18917,ACC00018917,1,EGP,25-34,Referral,20230920,Business,Active
18918,ACC00018918,2,EGP,18-24,Organic,20240921,Standard,Active
18919,ACC00018919,14,EGP,25-34,Branch,20230510,Standard,Active
18920,ACC00018920,1,EGP,35-44,Referral,20241011,Premium,Active
18921,ACC00018921,4,EGP,25-34,Partner,20231205,Premium,Active
18922,ACC00018922,6,USD,25-34,Branch,20240414,Premium,Active
18923,ACC00018923,2,EGP,45-54,Organic,20240901,Standard,Active
18924,ACC00018924,2,EGP,18-24,Paid Social,20240903,Standard,Active
18925,ACC00018925,4,EGP,18-24,Referral,20240320,Standard,Active
18926,ACC00018926,3,EGP,25-34,Branch,20240831,Standard,Active
18927,ACC00018927,1,EGP,25-34,Paid Social,20240910,Premium,Active
18928,ACC00018928,1,EGP,25-34,Google Ads,20240719,Premium,Active
18929,ACC00018929,4,EGP,25-34,Paid Social,20230828,Premium,Active
18930,ACC00018930,1,EGP,25-34,Google Ads,20240722,Standard,Active
18931,ACC00018931,4,EGP,45-54,Google Ads,20230204,Standard,Active
18932,ACC00018932,3,EGP,35-44,Referral,20240829,Standard,Active
18933,ACC00018933,1,EGP,25-34,Google Ads,20230616,Standard,Active
18934,ACC00018934,1,EGP,25-34,Organic,20231008,Premium,Active
18935,ACC00018935,1,EGP,18-24,Organic,20240601,Standard,Suspended
18936,ACC00018936,19,EGP,25-34,Google Ads,20230119,Standard,Active
18937,ACC00018937,4,EGP,35-44,Google Ads,20241212,Standard,Suspended
18938,ACC00018938,2,EGP,35-44,Organic,20240502,Standard,Active
18939,ACC00018939,2,EGP,18-24,Organic,20241023,Standard,Active
18940,ACC00018940,2,EGP,18-24,Organic,20241225,Standard,Suspended
18941,ACC00018941,2,EGP,25-34,Google Ads,20231130,Standard,Active
18942,ACC00018942,15,EGP,25-34,Organic,20240707,Standard,Active
18943,ACC00018943,14,EGP,35-44,Organic,20231206,Business,Active
18944,ACC00018944,19,EGP,18-24,Google Ads,20230615,Standard,Closed
18945,ACC00018945,4,EGP,35-44,Google Ads,20240818,Standard,Active
18946,ACC00018946,1,EGP,35-44,Organic,20230309,Standard,Active
18947,ACC00018947,1,EGP,45-54,Google Ads,20230402,Standard,Active
18948,ACC00018948,3,EGP,35-44,Google Ads,20240501,Standard,Active
18949,ACC00018949,2,EGP,35-44,Referral,20241010,Premium,Active
18950,ACC00018950,1,EGP,25-34,Google Ads,20240925,Standard,Active
18951,ACC00018951,18,EGP,25-34,Branch,20241024,Premium,Active
18952,ACC00018952,12,EGP,25-34,Paid Social,20240814,Standard,Active
18953,ACC00018953,1,USD,35-44,Influencer,20230310,Premium,Dormant
18954,ACC00018954,2,EGP,25-34,Paid Social,20231216,Premium,Active
18955,ACC00018955,3,EGP,25-34,Organic,20241105,Standard,Active
18956,ACC00018956,1,EGP,55-64,Referral,20231124,Standard,Active
18957,ACC00018957,3,EGP,35-44,Referral,20240813,Premium,Active
18958,ACC00018958,11,EGP,18-24,Referral,20230907,Standard,Active
18959,ACC00018959,1,USD,55-64,Paid Social,20230415,Premium,Suspended
18960,ACC00018960,6,EGP,25-34,Paid Social,20231227,Standard,Dormant
18961,ACC00018961,2,EGP,18-24,Referral,20240804,Standard,Active
18962,ACC00018962,3,EGP,25-34,Partner,20240920,Standard,Active
18963,ACC00018963,1,EGP,25-34,Paid Social,20240409,Standard,Active
18964,ACC00018964,6,EGP,45-54,Paid Social,20240122,Standard,Active
18965,ACC00018965,4,EGP,25-34,Google Ads,20240207,Premium,Active
18966,ACC00018966,2,EGP,35-44,Referral,20241122,Standard,Active
18967,ACC00018967,1,EGP,25-34,Organic,20230427,Standard,Active
18968,ACC00018968,2,EGP,25-34,Paid Social,20240731,Standard,Active
18969,ACC00018969,3,EGP,45-54,Organic,20240417,Premium,Active
18970,ACC00018970,1,EGP,35-44,Referral,20240610,Standard,Active
18971,ACC00018971,3,EGP,18-24,Organic,20240523,Standard,Active
18972,ACC00018972,2,EGP,18-24,Organic,20230909,Standard,Active
18973,ACC00018973,1,EGP,45-54,Paid Social,20231008,Standard,Active
18974,ACC00018974,16,EGP,25-34,Referral,20240621,Standard,Suspended
18975,ACC00018975,2,EGP,18-24,Branch,20240808,Standard,Active
18976,ACC00018976,2,EGP,25-34,Organic,20240626,Standard,Active
18977,ACC00018977,1,EGP,35-44,Branch,20240509,Premium,Active
18978,ACC00018978,1,EGP,25-34,Referral,20241220,Premium,Active
18979,ACC00018979,3,USD,25-34,Organic,20241221,Standard,Active
18980,ACC00018980,3,EGP,45-54,Organic,20241017,Premium,Active
18981,ACC00018981,1,EGP,45-54,Partner,20240226,Business,Active
18982,ACC00018982,2,EGP,25-34,Google Ads,20240113,Standard,Active
18983,ACC00018983,1,EGP,35-44,Google Ads,20241211,Standard,Closed
18984,ACC00018984,2,EGP,45-54,Influencer,20240311,Standard,Active
18985,ACC00018985,4,EGP,25-34,Paid Social,20231012,Standard,Active
18986,ACC00018986,1,EGP,35-44,Organic,20240709,Standard,Active
18987,ACC00018987,7,EGP,25-34,Referral,20241027,Premium,Active
18988,ACC00018988,1,EGP,25-34,Organic,20241007,Standard,Active
18989,ACC00018989,3,EGP,18-24,Paid Social,20231006,Standard,Active
18990,ACC00018990,3,EGP,25-34,Paid Social,20240403,Standard,Active
18991,ACC00018991,6,EGP,35-44,Google Ads,20230819,Premium,Active
18992,ACC00018992,10,EGP,35-44,Organic,20231230,Premium,Active
18993,ACC00018993,5,EGP,18-24,Branch,20241104,Standard,Suspended
18994,ACC00018994,2,EGP,18-24,Organic,20230524,Standard,Dormant
18995,ACC00018995,1,EGP,35-44,Partner,20231117,Standard,Active
18996,ACC00018996,5,EGP,35-44,Paid Social,20240201,Standard,Active
18997,ACC00018997,1,EGP,25-34,Paid Social,20240725,Standard,Active
18998,ACC00018998,10,EGP,25-34,Branch,20230310,Premium,Closed
18999,ACC00018999,7,EGP,35-44,Google Ads,20230629,Standard,Active
19000,ACC00019000,8,EGP,18-24,Referral,20240416,Standard,Dormant
19001,ACC00019001,11,EGP,35-44,Paid Social,20231007,Premium,Active
19002,ACC00019002,6,EGP,25-34,Referral,20240403,Standard,Suspended
19003,ACC00019003,1,EGP,55-64,Paid Social,20240315,Premium,Dormant
19004,ACC00019004,1,EGP,35-44,Organic,20241024,Standard,Active
19005,ACC00019005,1,EGP,65+,Referral,20240509,Standard,Active
19006,ACC00019006,5,EGP,35-44,Google Ads,20240221,Premium,Closed
19007,ACC00019007,3,EGP,65+,Paid Social,20240909,Business,Active
19008,ACC00019008,1,EGP,25-34,Branch,20240121,Standard,Active
19009,ACC00019009,18,EUR,25-34,Google Ads,20230109,Business,Active
19010,ACC00019010,3,EGP,18-24,Organic,20241121,Premium,Active
19011,ACC00019011,2,EGP,35-44,Referral,20231121,Standard,Active
19012,ACC00019012,3,EGP,18-24,Branch,20240425,Standard,Active
19013,ACC00019013,3,EGP,18-24,Organic,20240121,Premium,Active
19014,ACC00019014,12,EGP,45-54,Paid Social,20231019,Standard,Active
19015,ACC00019015,1,EGP,25-34,Organic,20230414,Premium,Suspended
19016,ACC00019016,5,EGP,45-54,Paid Social,20240808,Premium,Active
19017,ACC00019017,3,EGP,18-24,Paid Social,20240214,Standard,Active
19018,ACC00019018,2,EGP,18-24,Referral,20230227,Standard,Active
19019,ACC00019019,1,EGP,45-54,Referral,20230528,Standard,Dormant
19020,ACC00019020,3,EGP,25-34,Organic,20241231,Standard,Active
19021,ACC00019021,2,EGP,35-44,Referral,20240318,Premium,Active
19022,ACC00019022,3,EGP,55-64,Influencer,20241208,Standard,Active
19023,ACC00019023,2,EGP,25-34,Paid Social,20240630,Standard,Active
19024,ACC00019024,11,EGP,65+,Paid Social,20230906,Premium,Active
19025,ACC00019025,3,EGP,35-44,Paid Social,20240503,Standard,Active
19026,ACC00019026,3,EGP,55-64,Referral,20241006,Standard,Active
19027,ACC00019027,1,EGP,45-54,Branch,20241124,Standard,Active
19028,ACC00019028,1,EUR,18-24,Google Ads,20240212,Standard,Active
19029,ACC00019029,10,EGP,25-34,Paid Social,20231028,Standard,Active
19030,ACC00019030,1,EGP,35-44,Google Ads,20241220,Standard,Active
19031,ACC00019031,1,EGP,35-44,Organic,20241215,Standard,Active
19032,ACC00019032,3,EGP,55-64,Branch,20230302,Premium,Active
19033,ACC00019033,3,USD,65+,Branch,20240720,Standard,Active
19034,ACC00019034,11,EGP,25-34,Organic,20240510,Standard,Active
19035,ACC00019035,2,EGP,18-24,Google Ads,20230630,Standard,Active
19036,ACC00019036,1,EGP,25-34,Paid Social,20241222,Business,Active
19037,ACC00019037,1,EGP,55-64,Organic,20230115,Standard,Active
19038,ACC00019038,9,EGP,25-34,Paid Social,20230708,Business,Active
19039,ACC00019039,3,EGP,55-64,Organic,20240219,Standard,Active
19040,ACC00019040,3,AED,65+,Partner,20240221,Business,Active
19041,ACC00019041,1,EGP,18-24,Paid Social,20241201,Standard,Active
19042,ACC00019042,10,EGP,55-64,Referral,20240417,Standard,Active
19043,ACC00019043,1,EGP,45-54,Partner,20230525,Standard,Active
19044,ACC00019044,1,EGP,18-24,Referral,20240630,Standard,Active
19045,ACC00019045,1,SAR,25-34,Paid Social,20240723,Business,Active
19046,ACC00019046,1,EGP,45-54,Referral,20240312,Standard,Active
19047,ACC00019047,1,EGP,25-34,Organic,20240429,Standard,Active
19048,ACC00019048,6,EGP,45-54,Google Ads,20240529,Premium,Active
19049,ACC00019049,3,EGP,35-44,Branch,20240606,Business,Active
19050,ACC00019050,1,EGP,18-24,Organic,20240924,Standard,Active
19051,ACC00019051,1,EGP,45-54,Influencer,20241127,Premium,Active
19052,ACC00019052,1,EGP,25-34,Paid Social,20240527,Standard,Active
19053,ACC00019053,7,EGP,35-44,Paid Social,20240527,Business,Active
19054,ACC00019054,12,EGP,25-34,Organic,20230313,Premium,Active
19055,ACC00019055,8,EGP,25-34,Referral,20240408,Standard,Active
19056,ACC00019056,3,EGP,35-44,Google Ads,20231023,Standard,Active
19057,ACC00019057,1,EGP,35-44,Influencer,20240904,Standard,Active
19058,ACC00019058,1,EGP,55-64,Google Ads,20241123,Standard,Active
19059,ACC00019059,1,EGP,25-34,Google Ads,20241026,Standard,Active
19060,ACC00019060,11,EGP,18-24,Partner,20240626,Standard,Suspended
19061,ACC00019061,2,EGP,25-34,Branch,20240801,Standard,Active
19062,ACC00019062,4,EGP,18-24,Google Ads,20230107,Standard,Active
19063,ACC00019063,9,EGP,18-24,Organic,20230808,Premium,Active
19064,ACC00019064,3,EGP,18-24,Referral,20240415,Standard,Dormant
19065,ACC00019065,18,EGP,18-24,Partner,20240908,Standard,Active
19066,ACC00019066,9,EGP,35-44,Referral,20231107,Standard,Active
19067,ACC00019067,15,EGP,35-44,Referral,20240618,Standard,Active
19068,ACC00019068,1,EGP,45-54,Organic,20240313,Premium,Active
19069,ACC00019069,15,EGP,45-54,Branch,20231031,Standard,Active
19070,ACC00019070,1,EGP,25-34,Branch,20231210,Standard,Active
19071,ACC00019071,2,EGP,25-34,Paid Social,20241213,Standard,Active
19072,ACC00019072,3,EGP,25-34,Organic,20230605,Standard,Active
19073,ACC00019073,6,EGP,35-44,Organic,20240809,Business,Active
19074,ACC00019074,1,EGP,25-34,Google Ads,20241012,Standard,Active
19075,ACC00019075,4,EGP,25-34,Branch,20240910,Standard,Active
19076,ACC00019076,15,EGP,25-34,Referral,20240505,Standard,Active
19077,ACC00019077,12,EGP,25-34,Organic,20241111,Premium,Active
19078,ACC00019078,9,EGP,18-24,Google Ads,20230701,Standard,Dormant
19079,ACC00019079,6,EGP,55-64,Referral,20240406,Standard,Active
19080,ACC00019080,2,EGP,35-44,Organic,20240313,Standard,Active
19081,ACC00019081,4,EGP,45-54,Referral,20241109,Standard,Active
19082,ACC00019082,9,EGP,25-34,Organic,20230206,Standard,Dormant
19083,ACC00019083,7,EGP,35-44,Google Ads,20241217,Standard,Active
19084,ACC00019084,3,EGP,25-34,Organic,20240929,Standard,Active
19085,ACC00019085,1,EGP,18-24,Organic,20241213,Standard,Active
19086,ACC00019086,12,EGP,18-24,Influencer,20241225,Standard,Active
19087,ACC00019087,1,EGP,55-64,Organic,20240921,Standard,Dormant
19088,ACC00019088,1,EGP,25-34,Organic,20240905,Standard,Active
19089,ACC00019089,17,EGP,18-24,Paid Social,20241016,Standard,Active
19090,ACC00019090,2,EGP,65+,Organic,20241007,Standard,Active
19091,ACC00019091,13,EGP,25-34,Google Ads,20240914,Standard,Active
19092,ACC00019092,1,EGP,25-34,Organic,20240909,Standard,Active
19093,ACC00019093,2,EGP,25-34,Google Ads,20230227,Standard,Active
19094,ACC00019094,17,EGP,18-24,Google Ads,20231128,Standard,Active
19095,ACC00019095,2,EGP,18-24,Referral,20230909,Standard,Active
19096,ACC00019096,2,EGP,25-34,Organic,20240414,Standard,Active
19097,ACC00019097,11,EGP,35-44,Paid Social,20240425,Standard,Suspended
19098,ACC00019098,4,EGP,35-44,Referral,20230409,Standard,Active
19099,ACC00019099,10,EGP,65+,Organic,20240407,Standard,Dormant
19100,ACC00019100,1,EGP,25-34,Branch,20240511,Standard,Suspended
19101,ACC00019101,1,EGP,18-24,Organic,20240306,Standard,Active
19102,ACC00019102,9,EGP,35-44,Partner,20240830,Standard,Active
19103,ACC00019103,2,EGP,18-24,Branch,20241214,Standard,Active
19104,ACC00019104,1,EGP,25-34,Referral,20230921,Business,Active
19105,ACC00019105,5,EGP,45-54,Organic,20231001,Standard,Active
19106,ACC00019106,3,EGP,18-24,Partner,20240209,Premium,Active
19107,ACC00019107,2,EGP,25-34,Paid Social,20240906,Standard,Active
19108,ACC00019108,1,EGP,65+,Organic,20240310,Standard,Active
19109,ACC00019109,11,EGP,25-34,Referral,20241011,Standard,Active
19110,ACC00019110,9,EGP,35-44,Branch,20230516,Standard,Active
19111,ACC00019111,2,EGP,25-34,Organic,20240815,Standard,Active
19112,ACC00019112,13,EGP,25-34,Google Ads,20240613,Premium,Active
19113,ACC00019113,1,EGP,25-34,Organic,20240623,Premium,Active
19114,ACC00019114,3,EGP,25-34,Organic,20230606,Premium,Active
19115,ACC00019115,1,EGP,25-34,Partner,20241209,Standard,Active
19116,ACC00019116,2,EGP,18-24,Referral,20230826,Standard,Active
19117,ACC00019117,9,EGP,65+,Organic,20241009,Business,Active
19118,ACC00019118,1,EGP,45-54,Referral,20241102,Standard,Active
19119,ACC00019119,2,EGP,25-34,Partner,20241217,Standard,Active
19120,ACC00019120,12,EGP,25-34,Paid Social,20230820,Premium,Active
19121,ACC00019121,7,EGP,45-54,Organic,20230622,Premium,Active
19122,ACC00019122,3,EGP,35-44,Organic,20230628,Premium,Active
19123,ACC00019123,3,EGP,35-44,Paid Social,20231027,Standard,Active
19124,ACC00019124,1,EGP,25-34,Branch,20230801,Standard,Active
19125,ACC00019125,1,EGP,45-54,Organic,20230305,Standard,Dormant
19126,ACC00019126,2,EGP,25-34,Partner,20231025,Standard,Active
19127,ACC00019127,7,EGP,25-34,Referral,20240712,Standard,Active
19128,ACC00019128,1,EGP,45-54,Referral,20230804,Standard,Suspended
19129,ACC00019129,12,EGP,18-24,Organic,20241031,Standard,Active
19130,ACC00019130,13,EGP,35-44,Organic,20241112,Premium,Active
19131,ACC00019131,1,EGP,25-34,Branch,20240617,Standard,Active
19132,ACC00019132,16,EGP,45-54,Partner,20240818,Standard,Active
19133,ACC00019133,11,EGP,25-34,Paid Social,20240106,Premium,Active
19134,ACC00019134,18,EGP,25-34,Organic,20240318,Premium,Active
19135,ACC00019135,2,EGP,25-34,Organic,20230114,Standard,Dormant
19136,ACC00019136,1,EGP,35-44,Organic,20240905,Business,Active
19137,ACC00019137,2,EGP,65+,Branch,20230411,Standard,Active
19138,ACC00019138,1,EGP,25-34,Referral,20230329,Standard,Active
19139,ACC00019139,7,EGP,25-34,Google Ads,20240731,Standard,Suspended
19140,ACC00019140,1,EGP,55-64,Branch,20240731,Standard,Active
19141,ACC00019141,3,EGP,45-54,Paid Social,20241016,Standard,Active
19142,ACC00019142,15,EGP,25-34,Organic,20231102,Standard,Active
19143,ACC00019143,8,EGP,18-24,Organic,20240521,Standard,Suspended
19144,ACC00019144,19,EGP,35-44,Organic,20230725,Premium,Active
19145,ACC00019145,7,EGP,25-34,Paid Social,20240116,Standard,Active
19146,ACC00019146,1,EGP,18-24,Organic,20240917,Standard,Active
19147,ACC00019147,17,EGP,18-24,Partner,20241017,Premium,Active
19148,ACC00019148,12,EGP,25-34,Organic,20240705,Standard,Active
19149,ACC00019149,9,EGP,25-34,Branch,20230402,Standard,Active
19150,ACC00019150,2,EGP,18-24,Paid Social,20240331,Premium,Active
19151,ACC00019151,2,EGP,35-44,Google Ads,20240620,Standard,Dormant
19152,ACC00019152,14,USD,25-34,Referral,20230521,Standard,Active
19153,ACC00019153,16,EGP,25-34,Google Ads,20240630,Standard,Active
19154,ACC00019154,2,EGP,25-34,Paid Social,20230710,Standard,Dormant
19155,ACC00019155,3,EGP,25-34,Google Ads,20240901,Business,Active
19156,ACC00019156,3,EGP,25-34,Paid Social,20240508,Premium,Active
19157,ACC00019157,2,EGP,25-34,Organic,20240320,Premium,Active
19158,ACC00019158,1,EGP,18-24,Referral,20240603,Premium,Active
19159,ACC00019159,3,EGP,18-24,Paid Social,20240824,Standard,Active
19160,ACC00019160,1,EGP,45-54,Paid Social,20240326,Standard,Active
19161,ACC00019161,2,EGP,35-44,Organic,20240829,Standard,Active
19162,ACC00019162,3,EGP,25-34,Organic,20241224,Standard,Active
19163,ACC00019163,8,EGP,35-44,Paid Social,20241029,Standard,Active
19164,ACC00019164,15,EGP,55-64,Google Ads,20240526,Standard,Active
19165,ACC00019165,1,EGP,35-44,Organic,20230906,Premium,Suspended
19166,ACC00019166,2,EGP,25-34,Paid Social,20230811,Standard,Active
19167,ACC00019167,2,EGP,25-34,Paid Social,20230426,Standard,Suspended
19168,ACC00019168,3,EGP,35-44,Referral,20240409,Standard,Dormant
19169,ACC00019169,1,EGP,45-54,Paid Social,20231123,Standard,Active
19170,ACC00019170,1,EGP,55-64,Paid Social,20230709,Standard,Active
19171,ACC00019171,1,EGP,25-34,Paid Social,20231116,Standard,Active
19172,ACC00019172,1,EGP,18-24,Google Ads,20231027,Standard,Closed
19173,ACC00019173,5,EGP,25-34,Partner,20241110,Premium,Active
19174,ACC00019174,13,EGP,18-24,Paid Social,20240706,Premium,Active
19175,ACC00019175,3,EGP,18-24,Referral,20230914,Standard,Active
19176,ACC00019176,15,EGP,25-34,Branch,20240219,Standard,Active
19177,ACC00019177,10,EGP,35-44,Paid Social,20230531,Premium,Active
19178,ACC00019178,9,EGP,18-24,Paid Social,20241011,Standard,Active
19179,ACC00019179,3,EGP,45-54,Paid Social,20230323,Business,Dormant
19180,ACC00019180,1,EGP,35-44,Google Ads,20230825,Premium,Active
19181,ACC00019181,2,EGP,45-54,Organic,20240125,Standard,Active
19182,ACC00019182,2,EGP,45-54,Google Ads,20240227,Premium,Active
19183,ACC00019183,1,EGP,25-34,Referral,20240729,Premium,Active
19184,ACC00019184,11,EGP,25-34,Organic,20230915,Standard,Active
19185,ACC00019185,1,EGP,35-44,Branch,20240326,Standard,Active
19186,ACC00019186,3,EGP,18-24,Paid Social,20230715,Standard,Active
19187,ACC00019187,3,EGP,18-24,Paid Social,20240205,Standard,Active
19188,ACC00019188,3,EGP,35-44,Organic,20240802,Standard,Active
19189,ACC00019189,1,EGP,35-44,Organic,20230804,Standard,Active
19190,ACC00019190,1,EGP,35-44,Organic,20241201,Business,Active
19191,ACC00019191,2,EGP,45-54,Paid Social,20230717,Standard,Dormant
19192,ACC00019192,2,EGP,18-24,Organic,20230227,Standard,Suspended
19193,ACC00019193,2,EGP,25-34,Branch,20240607,Standard,Active
19194,ACC00019194,1,EGP,45-54,Organic,20240916,Premium,Active
19195,ACC00019195,3,EGP,25-34,Organic,20231004,Standard,Active
19196,ACC00019196,1,EGP,25-34,Organic,20241111,Business,Active
19197,ACC00019197,3,EGP,25-34,Paid Social,20240215,Premium,Active
19198,ACC00019198,11,EGP,25-34,Google Ads,20230630,Standard,Active
19199,ACC00019199,1,EGP,35-44,Organic,20240525,Premium,Active
19200,ACC00019200,2,EGP,25-34,Paid Social,20230829,Standard,Active
19201,ACC00019201,6,EGP,18-24,Google Ads,20241212,Standard,Active
19202,ACC00019202,2,EGP,25-34,Branch,20240601,Standard,Active
19203,ACC00019203,1,USD,35-44,Organic,20230118,Premium,Suspended
19204,ACC00019204,1,EGP,35-44,Organic,20240320,Premium,Active
19205,ACC00019205,1,EGP,18-24,Organic,20240613,Standard,Active
19206,ACC00019206,1,EGP,55-64,Paid Social,20230219,Premium,Active
19207,ACC00019207,9,EUR,25-34,Organic,20230517,Premium,Dormant
19208,ACC00019208,7,EGP,25-34,Referral,20231009,Premium,Active
19209,ACC00019209,1,EGP,35-44,Branch,20231220,Premium,Active
19210,ACC00019210,13,EGP,35-44,Referral,20240925,Standard,Active
19211,ACC00019211,2,EGP,25-34,Branch,20241216,Standard,Active
19212,ACC00019212,2,EGP,25-34,Paid Social,20230213,Standard,Active
19213,ACC00019213,1,EGP,45-54,Branch,20240318,Standard,Active
19214,ACC00019214,15,EGP,25-34,Organic,20240619,Standard,Active
19215,ACC00019215,17,EGP,18-24,Paid Social,20230510,Standard,Active
19216,ACC00019216,16,EGP,18-24,Partner,20240902,Standard,Active
19217,ACC00019217,6,EGP,35-44,Google Ads,20230226,Premium,Suspended
19218,ACC00019218,1,EGP,35-44,Branch,20240311,Premium,Active
19219,ACC00019219,1,EGP,35-44,Google Ads,20230726,Standard,Active
19220,ACC00019220,1,EGP,18-24,Partner,20230602,Standard,Active
19221,ACC00019221,1,EGP,35-44,Referral,20240506,Standard,Active
19222,ACC00019222,1,EGP,35-44,Branch,20240123,Premium,Active
19223,ACC00019223,8,USD,18-24,Organic,20230308,Standard,Active
19224,ACC00019224,9,EGP,65+,Organic,20240417,Premium,Active
19225,ACC00019225,1,EGP,35-44,Referral,20241107,Standard,Active
19226,ACC00019226,8,USD,25-34,Paid Social,20240712,Premium,Active
19227,ACC00019227,1,USD,45-54,Paid Social,20240409,Business,Active
19228,ACC00019228,7,EGP,45-54,Google Ads,20230819,Business,Active
19229,ACC00019229,12,EGP,25-34,Referral,20230212,Standard,Active
19230,ACC00019230,1,EGP,45-54,Referral,20241008,Premium,Active
19231,ACC00019231,7,EGP,45-54,Organic,20231207,Standard,Active
19232,ACC00019232,2,EGP,25-34,Partner,20241125,Standard,Suspended
19233,ACC00019233,1,EGP,55-64,Influencer,20240913,Premium,Active
19234,ACC00019234,16,EGP,35-44,Partner,20240828,Business,Active
19235,ACC00019235,3,EGP,35-44,Paid Social,20240923,Standard,Active
19236,ACC00019236,1,EGP,35-44,Organic,20241231,Standard,Active
19237,ACC00019237,1,EGP,55-64,Paid Social,20230604,Premium,Active
19238,ACC00019238,9,EGP,55-64,Organic,20230801,Premium,Active
19239,ACC00019239,2,EGP,35-44,Organic,20240930,Standard,Active
19240,ACC00019240,1,EGP,25-34,Referral,20241215,Premium,Active
19241,ACC00019241,6,EGP,25-34,Paid Social,20240326,Standard,Active
19242,ACC00019242,1,EGP,35-44,Paid Social,20230112,Premium,Active
19243,ACC00019243,1,EGP,35-44,Referral,20231021,Standard,Dormant
19244,ACC00019244,1,EGP,35-44,Organic,20231011,Premium,Dormant
19245,ACC00019245,15,EGP,35-44,Paid Social,20230325,Premium,Active
19246,ACC00019246,1,EGP,45-54,Paid Social,20241222,Premium,Active
19247,ACC00019247,9,EGP,25-34,Partner,20241009,Standard,Active
19248,ACC00019248,1,EGP,35-44,Influencer,20240906,Standard,Active
19249,ACC00019249,12,EGP,18-24,Organic,20231119,Standard,Active
19250,ACC00019250,9,EGP,65+,Influencer,20240920,Standard,Active
19251,ACC00019251,2,EGP,25-34,Influencer,20241116,Standard,Active
19252,ACC00019252,17,EGP,25-34,Organic,20230817,Premium,Active
